sample_id,dataset,filepath,error
FSD50K_020177,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138844.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138844.wav
FSD50K_020178,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138845.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138845.wav
FSD50K_020179,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138846.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138846.wav
FSD50K_020180,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138847.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138847.wav
FSD50K_020181,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138848.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138848.wav
FSD50K_020182,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138850.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138850.wav
FSD50K_020183,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138852.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138852.wav
FSD50K_020184,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138853.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138853.wav
FSD50K_020185,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138856.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138856.wav
FSD50K_020186,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138857.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138857.wav
FSD50K_020187,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138861.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138861.wav
FSD50K_020188,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138862.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138862.wav
FSD50K_020189,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138863.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138863.wav
FSD50K_020190,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138865.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138865.wav
FSD50K_020191,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\128628.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\128628.wav
FSD50K_020192,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138871.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138871.wav
FSD50K_020193,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138873.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138873.wav
FSD50K_020194,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138875.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138875.wav
FSD50K_020195,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138881.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138881.wav
FSD50K_020196,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138882.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138882.wav
FSD50K_020197,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138884.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138884.wav
FSD50K_020198,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138885.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138885.wav
FSD50K_020199,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138887.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138887.wav
FSD50K_020200,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138888.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138888.wav
FSD50K_020201,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\102034.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\102034.wav
FSD50K_020202,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138899.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138899.wav
FSD50K_020203,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\102036.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\102036.wav
FSD50K_020204,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138902.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138902.wav
FSD50K_020205,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138905.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138905.wav
FSD50K_020206,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138907.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138907.wav
FSD50K_020207,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138910.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138910.wav
FSD50K_020208,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138911.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138911.wav
FSD50K_020209,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138912.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138912.wav
FSD50K_020210,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138914.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138914.wav
FSD50K_020211,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138924.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138924.wav
FSD50K_020212,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138925.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138925.wav
FSD50K_020213,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138927.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138927.wav
FSD50K_020214,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138929.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138929.wav
FSD50K_020215,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138932.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138932.wav
FSD50K_020216,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138938.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138938.wav
FSD50K_020217,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138940.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138940.wav
FSD50K_020218,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138941.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138941.wav
FSD50K_020219,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138943.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138943.wav
FSD50K_020220,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138743.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138743.wav
FSD50K_020221,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138947.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138947.wav
FSD50K_020222,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138954.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138954.wav
FSD50K_020223,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138956.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138956.wav
FSD50K_020224,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\93908.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\93908.wav
FSD50K_020225,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\93909.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\93909.wav
FSD50K_020226,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\93912.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\93912.wav
FSD50K_020227,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\93913.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\93913.wav
FSD50K_020228,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138749.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138749.wav
FSD50K_020229,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\116974.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\116974.wav
FSD50K_020230,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138752.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138752.wav
FSD50K_020231,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50946.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\50946.wav
FSD50K_020232,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50948.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\50948.wav
FSD50K_020233,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\103173.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\103173.wav
FSD50K_020234,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138756.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138756.wav
FSD50K_020235,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50949.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\50949.wav
FSD50K_020236,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50951.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\50951.wav
FSD50K_020237,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50952.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\50952.wav
FSD50K_020238,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138757.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\138757.wav
FSD50K_020239,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50953.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\50953.wav
FSD50K_020240,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50955.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\50955.wav
FSD50K_020241,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50957.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\50957.wav
FSD50K_020242,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\35635.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\35635.wav
FSD50K_020243,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\423747.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\423747.wav
FSD50K_020244,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\423748.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\423748.wav
FSD50K_020245,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\176983.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\176983.wav
FSD50K_020246,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\176989.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\176989.wav
FSD50K_020247,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\176990.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\176990.wav
FSD50K_020248,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\186267.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\186267.wav
FSD50K_020249,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44958.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44958.wav
FSD50K_020250,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44959.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44959.wav
FSD50K_020251,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44960.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44960.wav
FSD50K_020252,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44962.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44962.wav
FSD50K_020253,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44963.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44963.wav
FSD50K_020254,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44965.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44965.wav
FSD50K_020255,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44966.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44966.wav
FSD50K_020256,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\251815.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\251815.wav
FSD50K_020257,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44967.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44967.wav
FSD50K_020258,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44969.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44969.wav
FSD50K_020259,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44971.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\44971.wav
FSD50K_020260,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\321454.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\321454.wav
FSD50K_020261,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\146351.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\146351.wav
FSD50K_020262,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\198574.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\198574.wav
FSD50K_020263,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\32694.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\32694.wav
FSD50K_020264,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\32696.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\32696.wav
FSD50K_020265,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\193516.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\193516.wav
FSD50K_020266,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\193517.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\193517.wav
FSD50K_020267,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\193519.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\193519.wav
FSD50K_020268,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\41943.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\41943.wav
FSD50K_020269,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\41945.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\41945.wav
FSD50K_020270,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\76956.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\76956.wav
FSD50K_020271,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\376199.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\376199.wav
FSD50K_020272,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\376200.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\376200.wav
FSD50K_020273,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\338964.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\338964.wav
FSD50K_020274,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\259605.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\259605.wav
FSD50K_020275,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\377239.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\377239.wav
FSD50K_020276,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\260121.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\260121.wav
FSD50K_020277,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\260122.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\260122.wav
FSD50K_020278,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\260123.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\260123.wav
FSD50K_020279,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\215963.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\215963.wav
FSD50K_020280,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\245673.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\245673.wav
FSD50K_020281,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\171822.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\171822.wav
FSD50K_020282,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\245678.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\245678.wav
FSD50K_020283,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\245680.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\245680.wav
FSD50K_020284,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\245684.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\245684.wav
FSD50K_020285,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\24373.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\24373.wav
FSD50K_020286,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\90177.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\90177.wav
FSD50K_020287,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\15568.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\15568.wav
FSD50K_020288,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\25042.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\25042.wav
FSD50K_020289,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\333395.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\333395.wav
FSD50K_020290,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\210004.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\210004.wav
FSD50K_020291,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\22619.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\22619.wav
FSD50K_020292,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50915.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\50915.wav
FSD50K_020293,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\91749.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\91749.wav
FSD50K_020294,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\246117.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\246117.wav
FSD50K_020295,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\199658.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\199658.wav
FSD50K_020296,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\376697.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\376697.wav
FSD50K_020297,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\376698.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\376698.wav
FSD50K_020298,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\376699.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\376699.wav
FSD50K_020299,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\173311.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\173311.wav
FSD50K_020300,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\64372.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\64372.wav
FSD50K_020301,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\419471.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\419471.wav
FSD50K_020302,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\327127.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\327127.wav
FSD50K_020303,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\424866.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\424866.wav
FSD50K_020304,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\233042.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\233042.wav
FSD50K_020305,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\352961.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\352961.wav
FSD50K_020306,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\380809.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\380809.wav
FSD50K_020307,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\175423.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\175423.wav
FSD50K_020308,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\5128.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\5128.wav
FSD50K_020309,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\5130.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\5130.wav
FSD50K_020310,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\251916.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\251916.wav
FSD50K_020311,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\5132.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\5132.wav
